S/N,ACTIVITY_START_DATE,DATASET_NAME,SITE,TREATMENT,ACTIVITY_MEDIA_NAME,CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE
693,2019-11-04,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,14.20,3.40,310.00,0.11,0.28,6.62,0.00,0.18,0.23,1.19,1199.00,6.50,18.00,0.66,15.10,10.00,186.00,1.00,4.92,0.93,1.20,105.00,4.54,0.01
694,2019-11-04,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,145.40,2.70,260.00,0.32,0.60,3.34,0.00,0.23,0.03,1.72,694.00,64.30,38.00,0.90,24.10,10.00,196.00,3.00,6.38,2.25,1.00,301.00,4.54,0.01
695,2019-11-04,Chemistry,Site2,none (reference/control),Lake Water,0.99,164.00,1.70,210.00,0.32,0.52,1.18,0.13,0.19,0.02,1.31,381.00,15.60,52.00,0.60,27.37,30.00,238.00,4.00,6.57,2.45,0.80,425.00,3.50,0.01
696,2019-11-04,Chemistry,Site3,none (reference/control),Lake Water,1.06,122.20,2.40,270.00,0.28,0.62,1.52,0.00,0.18,0.04,1.15,612.00,2.90,71.00,0.55,27.37,40.00,207.00,5.00,6.27,1.71,1.00,560.00,4.54,0.01
697,2019-11-05,Chemistry,Site1,none (reference/control),Lake Water,0.77,149.20,2.40,270.00,0.34,0.61,3.82,0.00,0.24,0.04,1.74,718.00,57.50,44.00,0.89,27.37,10.00,202.00,4.00,6.35,2.29,0.70,342.00,2.50,0.01
698,2020-05-05,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,122.00,8.80,402.00,0.36,0.57,4.55,0.00,0.18,0.22,1.33,984.00,63.00,25.00,1.20,21.00,23.00,256.00,3.00,5.86,2.21,2.10,221.00,4.54,0.01
699,2020-05-05,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,9.90,405.00,0.21,0.24,4.96,0.00,0.10,0.30,0.34,1836.00,0.00,57.00,0.60,24.00,22.00,314.00,6.00,4.06,0.70,2.90,687.00,4.54,0.01
700,2020-05-05,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,24.00,4.70,271.50,0.17,0.30,3.78,0.00,0.14,0.13,1.50,900.50,27.50,6.00,0.63,14.65,22.50,262.00,3.50,4.88,0.99,1.65,222.00,4.54,0.01
701,2020-05-05,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,155.00,2.80,289.00,0.36,0.67,2.84,0.00,0.24,0.03,1.79,681.00,73.00,26.00,0.96,23.50,17.00,246.00,3.00,6.25,2.57,1.50,300.00,4.54,0.01
702,2020-05-06,Chemistry,Site1,none (reference/control),Lake Water,1.06,159.00,2.60,246.00,0.36,0.67,2.84,0.00,0.23,0.03,1.76,688.00,73.00,37.00,0.94,27.37,12.00,261.00,4.00,6.12,2.56,1.40,367.00,4.00,0.01
703,2020-05-06,Chemistry,Site2,none (reference/control),Lake Water,1.18,167.00,2.10,177.00,0.34,0.57,0.99,0.10,0.17,0.00,1.38,349.00,33.00,42.00,0.62,27.37,16.00,282.00,4.00,6.41,2.71,2.10,401.00,4.75,0.01
704,2020-05-07,Chemistry,Site4,fertilized,Lake Water,5.46,73.00,9.90,308.00,0.22,0.39,1.50,0.00,0.17,0.14,0.17,785.00,0.20,179.00,0.67,15.83,6.00,62.00,20.00,6.52,1.36,0.90,1558.00,1.75,0.00
705,2020-05-13,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,152.00,8.10,362.00,0.41,0.66,4.56,0.00,0.18,0.22,1.46,1029.00,10.80,26.00,1.39,24.00,22.55,217.00,2.00,6.23,2.54,1.75,213.00,4.54,0.01
706,2020-05-13,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,8.80,444.00,0.20,0.25,5.50,0.00,0.09,0.33,0.34,2030.00,10.80,36.00,0.64,24.50,22.55,258.00,5.00,4.08,0.70,1.75,628.00,4.54,0.01
707,2020-05-13,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,21.00,4.60,290.00,0.14,0.30,4.31,0.00,0.13,0.18,1.57,907.00,10.80,27.00,0.67,14.50,22.55,230.00,2.00,4.91,1.03,1.75,256.00,4.54,0.01
708,2020-05-13,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,152.50,3.25,225.00,0.37,0.68,2.81,0.00,0.23,0.04,1.77,644.00,10.80,67.00,0.96,23.50,22.55,203.00,4.00,6.41,2.60,1.75,692.00,4.54,0.01
709,2020-05-20,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,160.50,9.20,464.00,0.42,0.71,4.30,0.00,0.18,0.31,1.29,1173.00,10.80,24.50,1.43,24.50,22.55,264.50,1.50,6.02,2.80,1.75,287.50,4.54,0.01
710,2020-05-20,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,9.10,472.00,0.21,0.24,5.10,0.00,0.12,0.34,0.34,1966.00,10.80,49.00,0.64,24.50,22.55,250.00,4.00,4.01,0.66,1.75,637.00,4.54,0.01
711,2020-05-20,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,30.00,4.80,352.00,0.13,0.31,4.01,0.00,0.15,0.18,1.56,991.00,10.80,25.00,0.69,15.50,22.55,232.00,1.00,4.81,1.08,1.75,230.00,4.54,0.01
712,2020-05-20,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,223.00,2.90,273.00,0.36,0.67,2.79,0.00,0.24,0.03,1.82,664.00,10.80,54.00,0.96,24.60,22.55,159.00,2.00,6.66,2.61,1.75,542.00,4.54,0.01
713,2020-05-27,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,134.00,10.90,550.00,0.34,0.69,4.93,0.00,0.13,0.38,1.13,1496.00,10.80,39.00,1.39,23.00,22.55,246.00,4.00,5.80,2.79,1.75,347.00,4.54,0.01
714,2020-05-27,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,12.20,488.00,0.27,0.28,4.28,0.00,0.12,0.42,0.28,2033.00,10.80,94.00,0.68,24.60,22.55,234.00,11.00,4.17,0.81,1.75,994.00,4.54,0.01
715,2020-05-27,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,26.50,6.30,375.50,0.13,0.35,3.86,0.00,0.15,0.23,1.28,1219.00,10.80,16.50,0.74,16.00,22.55,243.50,3.00,4.91,1.25,1.75,265.00,4.54,0.01
716,2020-05-27,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,158.00,3.40,262.00,0.37,0.66,2.72,0.00,0.25,0.00,1.76,644.00,10.80,70.00,0.96,23.00,22.55,137.00,4.00,6.91,2.53,1.75,610.00,4.54,0.01
717,2020-05-31,Chemistry,Site1,none (reference/control),Lake Water,1.39,163.00,3.40,237.00,0.35,0.67,2.67,0.00,0.22,0.00,1.73,662.00,0.90,75.00,0.95,27.37,4.00,141.00,4.00,6.91,2.54,0.70,693.00,4.54,0.01
718,2020-05-31,Chemistry,Site2,none (reference/control),Lake Water,0.49,173.00,2.60,175.00,0.35,0.56,0.91,0.00,0.18,0.00,1.32,353.00,0.00,43.00,0.63,27.37,2.00,178.00,4.00,7.13,2.66,0.40,453.00,4.25,0.01
719,2020-06-02,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,206.00,13.60,548.00,0.46,0.85,3.29,0.00,0.12,0.43,0.79,1347.00,21.00,29.00,1.56,28.00,12.00,267.00,3.00,6.29,3.49,3.20,301.00,4.54,0.01
720,2020-06-02,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,11.70,512.00,0.27,0.26,4.91,0.00,0.09,0.44,0.19,2051.00,0.80,36.00,0.69,24.00,66.00,227.00,4.00,4.14,0.78,4.70,478.00,4.54,0.01
721,2020-06-02,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,25.00,6.40,395.00,0.15,0.33,3.69,0.00,0.16,0.25,1.33,1164.00,28.00,0.00,0.77,15.50,12.00,268.00,3.00,4.91,1.19,1.90,171.00,4.54,0.01
722,2020-06-02,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,160.00,3.00,232.50,0.36,0.67,2.50,0.00,0.22,0.00,1.75,672.50,0.05,60.50,0.96,23.75,3.00,139.50,3.50,6.96,2.53,0.45,650.50,4.54,0.01
723,2020-06-02,Chemistry,Site4,fertilized,Lake Water,6.51,76.00,8.20,300.00,0.16,0.36,0.80,0.00,0.16,0.04,0.19,776.00,0.00,263.00,0.70,15.83,1.00,45.00,29.00,6.88,1.26,0.60,1822.00,1.25,0.00
724,2020-06-11,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,6.00,481.00,0.25,0.56,3.43,0.00,0.05,0.37,0.58,1688.00,10.80,81.00,0.97,27.37,22.55,249.50,4.00,5.97,2.29,1.75,1250.00,4.54,0.01
725,2020-06-11,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,123.39,5.70,440.00,0.22,0.27,3.43,0.00,0.09,0.31,0.17,2440.00,10.80,53.00,0.61,27.37,22.55,249.50,3.00,5.97,0.80,1.75,1163.00,4.54,0.01
726,2020-06-11,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,4.00,390.00,0.09,0.36,3.43,0.00,0.04,0.27,0.87,1571.00,10.80,36.00,0.60,27.37,22.55,249.50,2.00,5.97,1.36,1.75,478.00,4.54,0.01
727,2020-06-11,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,2.70,239.00,0.35,0.65,3.43,0.00,0.22,0.00,1.74,681.00,10.80,52.00,0.94,27.37,22.55,249.50,2.00,5.97,2.47,1.75,735.00,4.54,0.01
728,2020-06-18,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,8.40,541.00,0.48,0.88,3.43,0.00,0.08,0.38,0.50,1837.00,10.80,111.00,1.32,27.37,22.55,249.50,8.00,5.97,3.83,1.75,1898.00,4.54,0.01
729,2020-06-18,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,123.39,7.10,472.00,0.26,0.29,3.43,0.00,0.07,0.37,0.12,2410.00,10.80,92.00,0.73,27.37,22.55,249.50,5.00,5.97,0.86,1.75,1668.00,4.54,0.01
730,2020-06-18,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,4.90,371.00,0.06,0.35,3.43,0.00,0.05,0.30,1.03,1389.00,10.80,39.00,0.66,27.37,22.55,249.50,1.00,5.97,1.31,1.75,544.00,4.54,0.01
731,2020-06-18,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,4.20,274.00,0.37,0.65,3.43,0.00,0.25,0.00,1.72,704.00,10.80,64.00,0.96,27.37,22.55,249.50,3.00,5.97,2.51,1.75,800.00,4.54,0.01
732,2020-06-25,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,9.10,568.00,0.47,1.04,3.43,0.00,0.12,0.40,0.71,1701.00,10.80,111.00,1.62,27.37,22.55,249.50,8.00,5.97,4.38,1.75,1788.00,4.54,0.01
733,2020-06-25,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,123.39,6.40,510.00,0.29,0.36,3.43,0.00,0.05,0.46,0.10,2448.00,10.80,28.00,0.84,27.37,22.55,249.50,1.00,5.97,1.12,1.75,520.00,4.54,0.01
734,2020-06-25,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,5.20,429.00,0.06,0.40,3.43,0.00,0.04,0.38,0.68,1488.00,10.80,44.00,0.75,27.37,22.55,249.50,2.00,5.97,1.50,1.75,639.00,4.54,0.01
735,2020-06-25,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,2.70,257.00,0.39,0.68,3.43,0.00,0.20,0.00,1.70,687.00,10.80,38.00,0.99,27.37,22.55,249.50,1.00,5.97,2.63,1.75,571.00,4.54,0.01
736,2020-06-28,Chemistry,Site2,none (reference/control),Lake Water,0.45,166.00,1.90,199.00,0.33,0.55,0.87,0.00,0.19,0.00,1.35,378.00,0.00,37.00,0.61,27.37,7.00,169.00,2.00,6.85,2.60,0.30,422.00,5.50,0.01
737,2020-06-29,Chemistry,Site1,none (reference/control),Lake Water,0.63,156.00,2.30,247.00,0.35,0.68,2.58,0.00,0.22,0.00,1.69,712.00,0.00,32.00,0.96,27.37,6.00,141.00,2.00,6.83,2.64,0.40,426.00,3.25,0.01
738,2020-06-30,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,305.00,30.20,956.00,0.59,1.39,5.35,0.00,0.18,1.13,0.53,1776.00,96.00,85.00,1.68,36.50,47.00,360.00,5.00,6.15,5.63,4.40,804.00,4.54,0.01
739,2020-06-30,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,36.00,8.00,502.00,0.05,0.39,4.43,0.00,0.07,0.36,0.69,1444.00,10.00,36.50,0.72,16.10,11.00,369.50,3.50,4.82,1.46,1.55,372.00,4.54,0.01
740,2020-06-30,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,155.00,2.60,421.00,0.45,0.67,2.59,0.00,0.31,0.00,1.76,703.00,1.00,102.00,1.02,22.50,15.00,140.00,2.00,6.76,2.59,0.40,693.00,4.54,0.01
741,2020-06-30,Chemistry,Site4,fertilized,Lake Water,27.68,70.00,7.30,482.00,0.14,0.40,1.39,0.00,0.14,0.09,0.14,916.00,37.00,285.00,0.73,15.83,7.00,24.00,23.00,6.46,1.40,1.50,1453.00,1.00,0.00
742,2020-07-07,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,13.70,608.00,0.49,1.19,3.43,0.00,0.20,0.58,0.81,1395.00,10.80,211.00,1.83,27.37,22.55,249.50,20.00,5.97,4.37,1.75,3889.00,4.54,0.01
743,2020-07-07,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,7.40,564.00,0.15,0.41,3.43,0.00,0.09,0.44,0.64,1466.00,10.80,175.00,0.83,27.37,22.55,249.50,11.00,5.97,1.46,1.75,1906.00,4.54,0.01
744,2020-07-07,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,2.70,263.00,0.42,0.71,3.43,0.00,0.23,0.00,1.73,726.00,10.80,66.00,1.04,27.37,22.55,249.50,3.00,5.97,2.71,1.75,823.00,4.54,0.01
745,2020-07-14,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,3.30,280.00,0.39,0.70,2.50,0.00,0.22,0.00,1.71,709.00,10.80,78.00,1.01,27.37,22.55,249.50,3.00,5.97,2.66,1.75,869.00,4.54,0.01
746,2020-07-23,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,3.30,352.00,0.48,0.73,2.58,0.00,0.30,0.00,1.72,692.00,10.80,68.00,1.12,27.37,22.55,249.50,3.00,5.97,2.80,1.75,923.00,4.54,0.01
747,2020-07-27,Chemistry,Site1,none (reference/control),Lake Water,0.84,144.00,2.20,299.00,0.38,0.66,2.59,0.00,0.24,0.00,1.78,708.00,0.40,51.00,0.98,27.37,5.70,142.00,2.00,6.04,2.62,0.00,504.00,3.25,0.01
748,2020-07-27,Chemistry,Site2,none (reference/control),Lake Water,0.53,177.00,2.00,210.00,0.37,0.53,0.90,0.00,0.20,0.00,1.40,530.00,0.00,36.00,0.64,27.37,5.00,166.00,2.00,6.14,2.71,0.00,452.00,6.25,0.01
749,2020-07-28,Chemistry,Site4,fertilized,Lake Water,9.27,66.00,8.00,369.00,0.14,0.39,0.73,0.00,0.13,0.04,0.13,745.00,0.10,189.00,0.74,15.83,5.00,45.00,21.00,6.38,1.33,0.70,1632.00,2.00,0.00
750,2020-08-24,Chemistry,Site1,none (reference/control),Lake Water,0.97,165.00,2.20,271.00,0.41,0.72,2.54,0.00,0.25,0.00,1.78,648.00,1.00,47.00,1.04,27.37,8.00,142.00,2.00,6.17,2.75,0.40,467.00,4.50,0.01
751,2020-08-24,Chemistry,Site2,none (reference/control),Lake Water,0.57,178.00,1.40,196.00,0.41,0.60,0.75,0.00,0.18,0.00,1.39,424.00,2.00,38.00,0.69,27.37,5.00,167.00,2.00,6.44,2.87,0.30,417.00,7.00,0.01
752,2020-08-25,Chemistry,Site4,fertilized,Lake Water,9.65,83.00,6.70,358.00,0.13,0.38,0.38,0.00,0.13,0.02,0.13,683.00,11.00,125.00,0.74,15.83,5.00,59.00,15.00,6.45,1.28,0.90,827.00,1.00,0.00
753,2020-08-31,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,10.30,940.00,0.43,1.15,6.95,0.00,0.22,0.40,5.84,1526.00,10.80,147.00,1.75,27.37,22.55,249.50,19.00,5.97,4.50,1.75,1702.00,4.54,0.01
754,2020-08-31,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,123.39,11.90,974.00,0.17,1.14,3.91,0.00,0.14,0.46,2.38,1510.80,10.80,153.00,1.15,27.37,22.55,249.50,14.00,5.97,3.33,1.75,1918.00,4.54,0.01
755,2020-08-31,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,8.60,975.00,0.17,1.23,5.62,0.00,0.25,0.38,8.90,1880.00,10.80,181.00,1.03,27.37,22.55,249.50,16.00,5.97,4.15,1.75,2068.00,4.54,0.01
756,2020-09-09,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,123.39,9.00,635.00,0.22,1.05,7.09,0.00,0.11,0.31,4.04,1787.00,10.80,64.00,1.78,27.37,22.55,249.50,7.00,5.97,4.13,1.75,1387.00,4.54,0.01
757,2020-09-09,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,123.39,8.60,855.00,0.25,1.01,4.07,0.00,0.13,0.68,2.06,1510.80,10.80,47.00,1.17,27.37,22.55,249.50,3.00,5.97,3.10,1.75,676.00,4.54,0.01
758,2020-09-09,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,7.10,509.00,0.05,0.88,6.26,0.00,0.16,0.31,6.73,1541.00,10.80,66.00,1.01,27.37,22.55,249.50,3.00,5.97,3.02,1.75,833.00,4.54,0.01
759,2020-09-09,Chemistry,Site1,none (reference/control),StreamD - outflow from Site1 lake,1.85,123.39,3.60,369.00,0.44,0.72,2.49,0.00,0.25,0.00,1.76,647.00,10.80,70.00,1.07,27.37,22.55,249.50,3.00,5.97,2.75,1.75,961.00,4.54,0.01
760,2020-09-16,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,123.39,5.50,424.00,0.04,0.69,5.33,0.00,0.14,0.30,5.03,1358.00,10.80,71.00,0.95,27.37,22.55,249.50,4.00,5.97,2.38,1.75,943.00,4.54,0.01
761,2020-09-21,Chemistry,Site1,none (reference/control),Lake Water,0.92,171.00,0.90,251.00,0.43,0.75,2.51,0.00,0.22,0.00,1.78,645.00,2.00,36.00,1.07,27.37,13.00,176.00,2.00,6.71,2.88,0.50,442.00,3.25,0.01
762,2020-09-21,Chemistry,Site2,none (reference/control),Lake Water,0.60,178.00,0.70,205.00,0.42,0.62,0.67,0.00,0.18,0.00,1.40,404.00,1.00,30.00,0.70,27.37,12.00,198.00,2.00,6.88,2.99,0.30,529.00,5.25,0.01
763,2020-09-22,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,44.00,5.45,445.00,0.14,0.62,5.25,0.00,0.25,0.30,4.14,1234.50,3.00,30.00,0.98,23.50,15.00,293.50,3.50,4.92,2.19,1.25,320.00,4.54,0.01
764,2020-09-22,Chemistry,Site4,fertilized,Lake Water,4.09,71.00,6.20,324.00,0.14,0.39,0.35,0.00,0.14,0.02,0.14,657.00,0.00,166.00,0.74,15.83,6.00,157.00,26.00,5.80,1.13,0.60,1242.00,2.25,0.00
765,2020-09-29,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,266.00,14.40,589.00,0.95,1.38,7.89,0.00,0.45,0.61,2.78,1576.00,10.80,31.00,2.02,39.50,22.55,527.00,5.00,5.73,4.92,1.75,489.00,4.54,0.01
766,2020-09-29,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,42.50,6.60,439.50,0.07,0.61,6.15,0.00,0.19,0.36,3.24,1410.50,10.80,20.50,0.95,21.75,22.55,330.00,2.00,4.83,2.09,1.75,258.00,4.54,0.01
767,2020-10-05,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,225.00,11.50,506.00,0.52,1.17,7.62,0.00,0.46,0.46,3.19,1322.00,10.80,17.00,2.02,35.50,22.55,425.00,2.00,5.69,4.20,1.75,17.00,4.54,0.01
768,2020-10-05,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,41.50,6.50,478.00,0.07,0.63,6.71,0.00,0.23,0.38,2.74,1526.00,10.80,17.50,0.96,21.00,22.55,218.00,2.00,4.84,2.13,1.75,17.50,4.54,0.01
769,2020-10-12,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,139.00,23.55,1207.50,0.81,1.31,5.05,0.00,1.07,0.76,4.29,1612.00,10.80,58.00,2.14,40.25,22.55,292.50,8.50,5.70,4.84,1.75,58.00,4.54,0.01
770,2020-10-12,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,13.90,976.00,0.42,1.13,5.59,0.00,0.36,0.90,0.91,1510.80,10.80,53.00,1.23,50.50,22.55,295.00,5.00,3.76,3.31,1.75,53.00,4.54,0.01
771,2020-10-12,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,35.00,9.40,737.00,0.20,0.77,6.66,0.00,0.53,0.49,2.59,2049.00,10.80,30.00,1.02,24.00,22.55,368.00,4.00,4.69,2.90,1.75,30.00,4.54,0.01
772,2020-10-20,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,159.00,10.00,509.00,0.31,1.10,7.25,0.00,0.55,0.49,4.02,1601.00,10.80,23.00,2.04,32.50,22.55,252.00,2.00,5.88,4.06,1.75,23.00,4.54,0.01
773,2020-10-20,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,8.70,860.00,0.27,1.00,6.45,0.00,0.20,0.79,0.73,1510.80,10.80,0.00,1.14,50.50,22.55,248.00,1.00,3.90,2.94,1.75,0.00,4.54,0.01
774,2020-10-20,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,44.50,5.60,518.50,0.08,0.64,7.09,0.00,0.48,0.41,2.57,1707.50,10.80,30.50,1.01,21.75,22.55,360.50,2.00,4.91,2.24,1.75,30.50,4.54,0.01
775,2020-10-23,Chemistry,Site4,fertilized,Lake Water,10.28,210.00,15.30,2256.00,0.36,0.54,0.01,0.10,0.22,2.33,0.22,843.00,27.88,252.00,0.79,15.83,46.72,691.00,38.00,5.75,2.09,1.31,252.00,1.25,0.00
776,2020-10-25,Chemistry,Site1,none (reference/control),StreamA - inflow to Site1 lake,1.85,162.00,9.40,532.00,0.27,1.00,7.63,0.00,0.44,0.43,3.90,1424.00,39.00,0.00,1.94,31.00,12.00,245.00,1.00,5.88,3.82,1.40,0.00,4.54,0.01
777,2020-10-25,Chemistry,Site1,none (reference/control),StreamB - inflow to Site1 lake,1.85,0.00,9.20,829.00,0.28,0.98,6.78,0.00,0.19,0.81,0.70,1510.80,3.00,21.00,1.14,39.50,40.00,226.00,2.00,4.08,2.92,6.00,21.00,4.54,0.01
778,2020-10-25,Chemistry,Site1,none (reference/control),StreamC - inflow to Site1 lake,1.85,41.50,5.50,485.50,0.07,0.60,7.45,0.00,0.37,0.37,2.21,1579.00,48.00,0.00,0.97,20.50,18.00,344.00,1.00,4.92,2.08,1.60,0.00,4.54,0.01
779,2020-10-26,Chemistry,Site1,none (reference/control),Lake Water,1.37,168.00,2.60,267.00,0.40,0.72,2.70,0.00,0.22,0.00,1.81,603.00,31.00,37.00,1.01,27.37,9.00,190.00,2.00,6.40,2.79,0.40,37.00,3.75,0.01
780,2020-10-26,Chemistry,Site2,none (reference/control),Lake Water,1.19,183.00,2.30,202.00,0.40,0.62,0.87,0.10,0.19,0.00,1.36,361.00,0.00,46.00,0.69,27.37,7.00,217.00,3.00,6.59,2.97,0.20,46.00,5.00,0.01
